deposit_year,deposit_loc,deposit_category,weight
2014,En dépôt depuis le 26/09/2014 : Musée de l'Abbaye Sainte-Croix (Les Sables-d'Olonne),dépôt culturel,0.0008084074373484236
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
2001,En dépôt depuis le 05/09/2001 : Ambassade de France (Tokyo),dépôt non culturel,0.0005577244841048522
1991,En dépôt depuis 1991 : Présidence de la République (Paris),dépôt non culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 11/07/1991 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 15/07/1991 : Château d'Oiron,dépôt culturel,0.0010649627263045794
1990,En dépôt depuis le 06/11/1990 : Musée des Beaux-Arts de Caen,dépôt culturel,0.0012195121951219512
1991,En dépôt depuis le 15/07/1991 : Château d'Oiron,dépôt culturel,0.0010649627263045794
1990,En dépôt depuis le 13/12/1990 : Musée départemental d'art contemporain de Rochechouart,dépôt culturel,0.0012195121951219512
2013,En dépôt depuis le 11/09/2013 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.0008084074373484236
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2001,En dépôt depuis le 26/02/2001 : Musée national de la Céramique (Sèvres),dépôt culturel,0.0005577244841048522
1995,En dépôt depuis le 28/08/1995 : Musée des Ursulines (Mâcon),dépôt culturel,0.0017094017094017094
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
1990,En dépôt depuis 06/1990 : Musée Cantini (Marseille),dépôt culturel,0.0012195121951219512
1997,En dépôt depuis le 14/10/1997 : Musée des Beaux-Arts de Nantes,dépôt culturel,0.0013812154696132596
1995,En dépôt depuis le 28/08/1995 : Musée des Ursulines (Mâcon),dépôt culturel,0.0017094017094017094
1994,En dépôt depuis le 07/11/1994 : Musée des Beaux-Arts de Tourcoing,dépôt culturel,0.0014992503748125937
1993,En dépôt depuis le 02/06/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
2001,En dépôt depuis le 05/12/2001 : Musée des Beaux-Arts (Nancy),dépôt culturel,0.0005577244841048522
1985,En dépôt depuis le 05/03/1985 : Les Arts Décoratifs (Paris),dépôt culturel,0.001430615164520744
1989,En dépôt depuis 1989 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0010050251256281408
1991,En dépôt depuis le 18/10/1991 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0010649627263045794
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2006,En dépôt depuis le 12/01/2006 : Sénat (Paris),dépôt non culturel,0.001142857142857143
1999,En dépôt depuis 1999 : Musée  Denys-Puech (Rodez),dépôt culturel,0.0007092198581560284
2011,En dépôt depuis le 29/06/2011 : Ministère de la culture et de la communication (Paris),dépôt non culturel,0.0008084074373484236
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 11/02/1991 : Musée départemental d'art contemporain de Rochechouart,dépôt culturel,0.0010649627263045794
2008,En dépôt depuis le 13/06/2008 : Sénat (Paris),dépôt non culturel,0.0010193679918450561
1992,"En dépôt depuis le 08/04/1992 : Musée de Valence, art et archéologie",dépôt culturel,0.001142857142857143
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 11/04/2006 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.001142857142857143
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
1990,En dépôt depuis le 12/12/1990 : Bibliothèque nationale - Site Richelieu (Paris),dépôt culturel,0.0012195121951219512
2007,En dépôt depuis le 25/07/2007 : Présidence de la République (Paris),dépôt non culturel,0.0011001100110011
2007,En dépôt depuis le 25/07/2007 : Présidence de la République (Paris),dépôt non culturel,0.0011001100110011
2007,En dépôt depuis le 25/07/2007 : Présidence de la République (Paris),dépôt non culturel,0.0011001100110011
2008,En dépôt depuis le 10/12/2008 : Direction des vérifications nationales et internationales (Pantin),dépôt non culturel,0.0010193679918450561
2008,En dépôt depuis le 10/12/2008 : Direction des vérifications nationales et internationales (Pantin),dépôt non culturel,0.0010193679918450561
2008,En dépôt depuis le 10/12/2008 : Direction des vérifications nationales et internationales (Pantin),dépôt non culturel,0.0010193679918450561
2008,En dépôt depuis le 10/12/2008 : Direction des vérifications nationales et internationales (Pantin),dépôt non culturel,0.0010193679918450561
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1991,En dépôt depuis le 30/01/1991 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.0010649627263045794
1996,En dépôt depuis 1996 : Frac Languedoc-Roussillon (Montpellier),dépôt culturel,0.0009107468123861566
1989,En dépôt depuis le 30/11/1989 : Musée des Beaux-Arts de Dole,dépôt culturel,0.0010050251256281408
1998,En dépôt depuis le 07/01/1998 : Musée d'art moderne de Céret,dépôt culturel,0.0007168458781362007
1991,En dépôt depuis le 27/09/1991 : Direction régionale des affaires culturelles du Languedoc-Roussillon (Montpellier),dépôt culturel,0.0010649627263045794
1990,En dépôt depuis le 16/11/1990 : Musée Jean-Joseph Weerts (Roubaix),dépôt culturel,0.0012195121951219512
,En dépôt : Musée de Grenoble,dépôt culturel,
1989,En dépôt depuis 1989 : Musée du Pays d'Ussel,dépôt culturel,0.0010050251256281408
1989,En dépôt depuis le 29/06/1989 : Musée de la Cohue Musée des Beaux-Arts de Vannes,dépôt culturel,0.0010050251256281408
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
2013,En dépôt depuis le 17/10/2013 : Ministère de l'Education nationale (Paris),dépôt non culturel,0.0008084074373484236
2016,En dépôt depuis le 26/04/2016 : Musée des beaux-arts (Rennes),dépôt culturel,0.0008084074373484236
1992,En dépôt depuis le 06/02/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
1993,En dépôt depuis le 23/06/1993 : Musée de Grenoble,dépôt culturel,0.0007518796992481203
1989,En dépôt depuis 1989 : Ambassade de France (Sofia),dépôt non culturel,0.0010050251256281408
2010,En dépôt depuis le 07/07/2010 : Ambassade de France (Kuala Lumpur),dépôt non culturel,0.0008084074373484236
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
2003,En dépôt depuis le 16/12/2003 : Musée des Beaux-Arts (Angers),dépôt culturel,0.0007861635220125787
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
2015,En dépôt depuis le 10/07/2015 : Ministère de la défense (Paris),dépôt non culturel,0.0008084074373484236
2001,En dépôt depuis le 11/06/2001 : Consulat général de France (Los Angeles),dépôt non culturel,0.0005577244841048522
1992,En dépôt depuis le 28/07/1992 : Musée départemental d'art ancien et contemporain (Epinal),dépôt culturel,0.001142857142857143
1999,En dépôt depuis le 08/12/1999 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007092198581560284
1999,En dépôt depuis le 16/09/1999 : Secrétariat général de la questure de l'Assemblée nationale (Paris),dépôt non culturel,0.0007092198581560284
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
2015,En dépôt depuis le 09/04/2015 : Lieu d'Art et Action contemporaine (Dunkerque),dépôt culturel,0.0008084074373484236
1985,En dépôt depuis 09/1985 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.001430615164520744
1985,En dépôt depuis 09/1985 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.001430615164520744
1985,En dépôt depuis 09/1985 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.001430615164520744
1985,En dépôt depuis 09/1985 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.001430615164520744
1985,En dépôt depuis 09/1985 : Musée national d'art moderne / Centre de création industrielle (Paris),dépôt culturel,0.001430615164520744
2010,En dépôt depuis le 17/09/2010 : Ministère de la culture et de la communication (Paris),dépôt non culturel,0.0008084074373484236
2014,En dépôt depuis le 20/02/2014 : Musée des beaux-arts (Rennes),dépôt culturel,0.0008084074373484236
2007,En dépôt depuis le 29/08/2007 : Tribunal administratif de Paris,dépôt non culturel,0.0011001100110011
2007,En dépôt depuis le 29/06/2007 : Ambassade de France (Tirana),dépôt non culturel,0.0011001100110011
2003,En dépôt depuis le 10/01/2003 : Consulat général de France (Houston),dépôt non culturel,0.0007861635220125787
1993,En dépôt depuis le 08/02/1993 : Représentation permanente de la France auprès de l'Union Européenne (Bruxelles),dépôt non culturel,0.0007518796992481203
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
1992,En dépôt depuis le 11/05/1992 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.001142857142857143
2015,En dépôt depuis le 20/03/2015 : Préfecture des Hauts-de-Seine (Nanterre),dépôt non culturel,0.0008084074373484236
2015,En dépôt depuis le 05/11/2015 : Frac Picardie (Amiens),dépôt culturel,0.0008084074373484236
2003,En dépôt depuis le 06/06/2003 : Ambassade de France (Djibouti),dépôt non culturel,0.0007861635220125787
1992,En dépôt depuis le 02/09/1992 : Ecole nationale supérieure de danse de Marseille,dépôt non culturel,0.001142857142857143
1995,En dépôt depuis le 22/09/1995 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 22/09/1995 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 22/09/1995 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1996,En dépôt depuis le 23/07/1996 : Frac Bourgogne (Dijon),dépôt culturel,0.0009107468123861566
1994,En dépôt depuis le 20/12/1994 : Frac Alsace (Sélestat),dépôt culturel,0.0014992503748125937
1992,En dépôt depuis 1992 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 05/08/1992 : Château d'Oiron,dépôt culturel,0.001142857142857143
1994,En dépôt depuis le 18/01/1994 : Musée départemental d'art contemporain de Rochechouart,dépôt culturel,0.0014992503748125937
1993,En dépôt depuis le 13/04/1993 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0007518796992481203
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
2014,En dépôt depuis le 17/04/2014 : Frac Franche-Comté (Besançon),dépôt culturel,0.0008084074373484236
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1996,En dépôt depuis 02/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1995,En dépôt depuis le 26/06/1995 : Cour de justice de la République (Paris),dépôt non culturel,0.0017094017094017094
1992,En dépôt depuis le 03/03/1992 : Centre national de la bande dessinée et de l'image (Angoulême),dépôt culturel,0.001142857142857143
2003,En dépôt depuis le 12/05/2003 : Consulat général de France (Chicago),dépôt non culturel,0.0007861635220125787
2003,En dépôt depuis le 12/05/2003 : Consulat général de France (Chicago),dépôt non culturel,0.0007861635220125787
1994,En dépôt depuis le 07/11/1994 : Musée des Beaux-Arts de Tourcoing,dépôt culturel,0.0014992503748125937
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 22/09/1995 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0017094017094017094
2007,En dépôt depuis le 27/12/2007 : Tribunal administratif de Paris,dépôt non culturel,0.0011001100110011
2007,En dépôt depuis le 15/05/2007 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0011001100110011
1992,En dépôt depuis 06/1992 : Centre de création industrielle (Paris),dépôt culturel,0.001142857142857143
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
2005,En dépôt depuis le 29/09/2005 : Ambassade de France (Stockholm),dépôt non culturel,0.001201923076923077
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1996,En dépôt depuis le 26/08/1996 : Musée national de la Céramique (Sèvres),dépôt culturel,0.0009107468123861566
1993,En dépôt depuis le 18/02/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1994,En dépôt depuis le 07/11/1994 : Musée des Beaux-Arts de Tourcoing,dépôt culturel,0.0014992503748125937
2006,En dépôt depuis le 28/02/2006 : Les Arts Décoratifs (Paris),dépôt culturel,0.001142857142857143
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
,En dépôt : Musée d'art moderne de Lille Métropole (Villeneuve-d'Ascq),dépôt culturel,
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1989,En dépôt depuis 10/1989 : Médiateur de la République (Paris),dépôt non culturel,0.0010050251256281408
1993,En dépôt depuis le 18/05/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1992,En dépôt depuis le 09/07/1992 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 09/07/1992 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.001142857142857143
1992,En dépôt depuis le 09/07/1992 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.001142857142857143
2001,En dépôt depuis le 02/01/2001 : Frac Bourgogne (Dijon),dépôt culturel,0.0005577244841048522
2003,En dépôt depuis le 25/02/2003 : Centre scientifique et technique du bâtiment (Champs-sur-Marne),dépôt non culturel,0.0007861635220125787
1993,En dépôt depuis le 13/04/1993 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0007518796992481203
1997,En dépôt depuis le 23/05/1997 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0013812154696132596
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2007,En dépôt depuis le 29/06/2007 : Ambassade de France (Tirana),dépôt non culturel,0.0011001100110011
2008,En dépôt depuis le 10/09/2008 : Présidence de la République (Paris),dépôt non culturel,0.0010193679918450561
1993,En dépôt depuis le 08/06/1993 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007518796992481203
1993,En dépôt depuis le 08/06/1993 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007518796992481203
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
2014,En dépôt depuis le 20/02/2014 : Musée des beaux-arts (Rennes),dépôt culturel,0.0008084074373484236
2009,En dépôt depuis le 02/07/2009 : Ministère de l'intérieur et de l'aménagement du territoire (Paris),dépôt non culturel,0.0010741138560687433
2004,En dépôt depuis le 02/11/2004 : Secrétariat général du gouvernement (Paris),dépôt non culturel,0.0011135857461024498
2004,En dépôt depuis le 02/11/2004 : Secrétariat général du gouvernement (Paris),dépôt non culturel,0.0011135857461024498
2007,"En dépôt depuis le 19/10/2007 : Ministère du Budget, des Comptes Publics et de la Fonction Publique (Paris)",dépôt non culturel,0.0011001100110011
1993,En dépôt depuis le 18/02/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
2004,En dépôt depuis le 30/04/2004 : Ambassade de France (Nicosie),dépôt non culturel,0.0011135857461024498
2002,En dépôt depuis le 13/12/2002 : Ambassade de France (Gaborone),dépôt non culturel,0.000591016548463357
2006,En dépôt depuis le 03/08/2006 : Service d'information du gouvernement (Paris),dépôt non culturel,0.001142857142857143
2015,En dépôt depuis le 14/01/2015 : Sénat (Paris),dépôt non culturel,0.0008084074373484236
1999,En dépôt depuis le 18/11/1999 : Musée des Beaux-Arts de Caen,dépôt culturel,0.0007092198581560284
2009,En dépôt depuis le 11/06/2009 : Musée de l'Hospice Saint-Roch (Issoudun),dépôt culturel,0.0010741138560687433
1996,En dépôt depuis le 25/04/1996 : Musée d'art moderne de la Ville de Paris,dépôt culturel,0.0009107468123861566
2003,En dépôt depuis le 01/02/2003 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0007861635220125787
2006,En dépôt depuis le 28/02/2006 : Les Arts Décoratifs (Paris),dépôt culturel,0.001142857142857143
1994,En dépôt depuis le 18/01/1994 : Musée départemental d'art contemporain de Rochechouart,dépôt culturel,0.0014992503748125937
2008,En dépôt depuis le 29/10/2008 : Institut national du Patrimoine (Paris),dépôt non culturel,0.0010193679918450561
1993,En dépôt depuis le 18/02/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1994,En dépôt depuis le 26/10/1994 : Frac Limousin (Limoges),dépôt culturel,0.0014992503748125937
1997,En dépôt depuis le 30/10/1997 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0013812154696132596
1996,En dépôt depuis le 16/10/1996 : Musée de Grenoble,dépôt culturel,0.0009107468123861566
1995,En dépôt depuis le 26/07/1995 : Musée des Arts décoratifs (Lyon),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 26/07/1995 : Musée des Arts décoratifs (Lyon),dépôt culturel,0.0017094017094017094
1996,En dépôt depuis le 26/08/1996 : Musée national de la Céramique (Sèvres),dépôt culturel,0.0009107468123861566
2015,En dépôt depuis le 28/07/2015 : Musée des Beaux-Arts de Tours,dépôt culturel,0.0008084074373484236
1995,En dépôt depuis le 26/07/1995 : Musée des Arts décoratifs (Lyon),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
