deposit_year,deposit_loc,deposit_category,weight
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1994,En dépôt depuis le 27/04/1994 : Les Arts Décoratifs (Paris),dépôt culturel,0.0014992503748125937
2010,En dépôt depuis 01/2010 : Musée d'art moderne et contemporain de la Ville de Strasbourg,dépôt culturel,0.0008084074373484236
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1993,En dépôt depuis le 06/12/1993 : Musée des Beaux Arts de Limoges,dépôt culturel,0.0007518796992481203
1993,En dépôt depuis le 06/12/1993 : Musée des Beaux Arts de Limoges,dépôt culturel,0.0007518796992481203
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1994,En dépôt depuis le 27/04/1994 : Les Arts Décoratifs (Paris),dépôt culturel,0.0014992503748125937
1993,En dépôt depuis le 18/05/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1994,En dépôt depuis le 25/11/1994 : Consulat de France (Kaunas),dépôt non culturel,0.0014992503748125937
1994,En dépôt depuis le 25/11/1994 : Consulat de France (Kaunas),dépôt non culturel,0.0014992503748125937
2011,En dépôt depuis le 16/02/2011 : Musée des Beaux-Arts de Dole,dépôt culturel,0.0008084074373484236
1994,En dépôt depuis le 25/11/1994 : Consulat de France (Kaunas),dépôt non culturel,0.0014992503748125937
2013,En dépôt depuis le 04/11/2013 : Ministère des Affaires sociales et de la Santé (Paris),dépôt non culturel,0.0008084074373484236
1994,En dépôt depuis le 27/07/1994 : Chambre de commerce et d'industrie Carcassonne - Limoux - Castelnaudary,dépôt non culturel,0.0014992503748125937
1994,En dépôt depuis le 25/11/1994 : Ambassade de France (Vilnius),dépôt non culturel,0.0014992503748125937
1994,En dépôt depuis le 25/11/1994 : Ambassade de France (Vilnius),dépôt non culturel,0.0014992503748125937
1996,En dépôt depuis 1996 : Les Arts Décoratifs (Paris),dépôt culturel,0.0009107468123861566
2009,En dépôt depuis le 09/07/2009 : Ambassade de France (Asuncion),dépôt non culturel,0.0010741138560687433
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
2006,En dépôt depuis le 28/02/2006 : Les Arts Décoratifs (Paris),dépôt culturel,0.001142857142857143
2001,En dépôt depuis le 29/05/2001 : Musée Mandet de Riom,dépôt culturel,0.0005577244841048522
2001,En dépôt depuis le 29/05/2001 : Musée Mandet de Riom,dépôt culturel,0.0005577244841048522
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1993,En dépôt depuis le 18/05/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
2006,En dépôt depuis le 28/02/2006 : Les Arts Décoratifs (Paris),dépôt culturel,0.001142857142857143
2006,En dépôt depuis le 28/02/2006 : Les Arts Décoratifs (Paris),dépôt culturel,0.001142857142857143
1994,En dépôt depuis le 27/04/1994 : Les Arts Décoratifs (Paris),dépôt culturel,0.0014992503748125937
2012,En dépôt depuis le 03/02/2012 : Sénat (Paris),dépôt non culturel,0.0008084074373484236
2014,En dépôt depuis le 20/02/2014 : Musée des beaux-arts (Rennes),dépôt culturel,0.0008084074373484236
2007,En dépôt depuis le 29/06/2007 : Ambassade de France aux Philippines (Manille),dépôt non culturel,0.0011001100110011
2005,En dépôt depuis le 03/08/2005 : Ambassade de France (Tripoli),dépôt non culturel,0.001201923076923077
2005,En dépôt depuis le 03/08/2005 : Ambassade de France (Tripoli),dépôt non culturel,0.001201923076923077
2005,En dépôt depuis le 24/05/2005 : Premier Ministre / Secrétariat général du gouvernement (Paris),dépôt non culturel,0.001201923076923077
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1996,En dépôt depuis le 25/07/1996 : Musée des Beaux-Arts de Dole,dépôt culturel,0.0009107468123861566
2015,En dépôt depuis le 30/11/2015 : Présidence de la République (Paris),dépôt non culturel,0.0008084074373484236
2004,En dépôt depuis le 08/03/2004 : Ecole d'architecture de Clermont-Ferrand,dépôt non culturel,0.0011135857461024498
2004,En dépôt depuis le 08/03/2004 : Ecole d'architecture de Clermont-Ferrand,dépôt non culturel,0.0011135857461024498
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
1993,En dépôt depuis le 18/05/1993 : Château d'Oiron,dépôt culturel,0.0007518796992481203
1996,En dépôt depuis le 13/08/1996 : Musée d'art contemporain de Lyon,dépôt culturel,0.0009107468123861566
1995,En dépôt depuis le 12/10/1995 : Ecole nationale d'administration (Paris),dépôt non culturel,0.0017094017094017094
2014,En dépôt depuis le 20/05/2014 : Musée de Grenoble,dépôt culturel,0.0008084074373484236
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
1995,En dépôt depuis le 23/05/1995 : Musée d'art et d'industrie (Roubaix),dépôt culturel,0.0017094017094017094
2003,En dépôt depuis le 16/12/2003 : Musée des Beaux-Arts (Angers),dépôt culturel,0.0007861635220125787
1996,"En dépôt depuis le 06/11/1996 : [mac], musée d'art contemporain de Marseille",dépôt culturel,0.0009107468123861566
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1999,En dépôt depuis le 29/01/1999 : Musée du dessin et de l'estampe originale (Gravelines),dépôt culturel,0.0007092198581560284
1997,En dépôt depuis le 30/10/1997 : CAPC musée d'art contemporain de Bordeaux,dépôt culturel,0.0013812154696132596
2006,En dépôt depuis le 13/11/2006 : Ecole nationale d'administration (Strasbourg),dépôt non culturel,0.001142857142857143
2013,En dépôt depuis le 11/09/2013 : Musée de Grenoble,dépôt culturel,0.0008084074373484236
2011,En dépôt depuis le 16/02/2011 : Musée des Beaux-Arts de Dole,dépôt culturel,0.0008084074373484236
2010,En dépôt depuis 01/2010 : Musée d'art moderne et contemporain de la Ville de Strasbourg,dépôt culturel,0.0008084074373484236
2003,En dépôt depuis le 19/06/2003 : Ambassade de France (Hanoi),dépôt non culturel,0.0007861635220125787
1993,En dépôt depuis le 08/12/1993 : Carré d'Art - Musée d'Art Contemporain (Nîmes),dépôt culturel,0.0007518796992481203
2002,En dépôt depuis le 13/05/2002 : Musée de Grenoble,dépôt culturel,0.000591016548463357
1996,En dépôt depuis le 23/07/1996 : Frac Bourgogne (Dijon),dépôt culturel,0.0009107468123861566
2000,"En dépôt depuis le 27/01/2000 : Conseil économique, social et environnemental (Paris)",dépôt non culturel,0.0009718172983479105
2002,En dépôt depuis le 28/05/2002 : Ambassade de France (Mexico),dépôt non culturel,0.000591016548463357
2003,En dépôt depuis le 20/01/2003 : Musée d'art moderne et contemporain (Genève),dépôt culturel,0.0007861635220125787
2013,En dépôt depuis le 25/07/2013 : Représentation Permanente de la France auprès de la Conférence du Désarmement (Genève),dépôt non culturel,0.0008084074373484236
2004,En dépôt depuis le 10/09/2004 : Cour administrative d'appel de Paris,dépôt non culturel,0.0011135857461024498
1997,En dépôt depuis le 21/05/1997 : Consulat général de France (Milan),dépôt non culturel,0.0013812154696132596
1998,En dépôt depuis le 25/05/1998 : Secrétariat général de la questure de l'Assemblée nationale (Paris),dépôt non culturel,0.0007168458781362007
2009,En dépôt depuis le 04/11/2009 : Contrôleur général des lieux de privation de liberté (Paris),dépôt non culturel,0.0010741138560687433
2009,En dépôt depuis le 04/11/2009 : Contrôleur général des lieux de privation de liberté (Paris),dépôt non culturel,0.0010741138560687433
2009,En dépôt depuis le 04/11/2009 : Contrôleur général des lieux de privation de liberté (Paris),dépôt non culturel,0.0010741138560687433
2001,En dépôt depuis le 02/05/2001 : Ambassade de France (New Delhi),dépôt non culturel,0.0005577244841048522
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
1994,En dépôt depuis le 26/10/1994 : Musée d'art moderne et contemporain de Saint-Étienne Métropole (Saint-Etienne),dépôt culturel,0.0014992503748125937
2016,En dépôt depuis le 26/04/2016 : Musée des beaux-arts (Rennes),dépôt culturel,0.0008084074373484236
1994,En dépôt depuis le 17/05/1994 : Centre national de la recherche scientifique (Paris),dépôt non culturel,0.0014992503748125937
1994,En dépôt depuis le 17/05/1994 : Centre national de la recherche scientifique (Paris),dépôt non culturel,0.0014992503748125937
1996,En dépôt depuis le 17/12/1996 : Commissariat à la réforme de l'Etat (Paris),dépôt non culturel,0.0009107468123861566
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
2016,En dépôt depuis le 18/04/2016 : Musée Régional d'Art Contemporain Languedoc-Roussillon (Sérignan),dépôt culturel,0.0008084074373484236
1998,En dépôt depuis le 06/02/1998 : Musée départemental d'art contemporain de Rochechouart,dépôt culturel,0.0007168458781362007
2011,En dépôt depuis le 26/05/2011 : Ambassade de France (Pékin),dépôt non culturel,0.0008084074373484236
